datetime,text,isRetweet
"March 23, 2025 @ 1:34 PM ET",But he doesn’t mind if criminals come into our Country. He is a Constitutional disaster! DJT,False
"March 23, 2025 @ 11:56 AM ET","I just watched our GREAT Republican Congressman from North Carolina, CHUCK EDWARDS, hold a Town Hall in Asheville. He was a total gentleman, but the room was “littered” with Radical Left Lunatics, mostly Democrats, and all they did was scream, shout and use filthy language. They were largely paid agitators, with fake signs and slogans, and were only there to make TROUBLE! Chuck put up with it, and was WONDERFUL! Remember, BIDEN AND HIS FEMA DID NOTHING FOR NORTH CAROLINA and the terrible hurricane which did so much damage. As soon as I got to office, we worked miracles, with ZERO HELP FROM THE DEMS. WE HAVE BEEN PRAISED FOR THE JOB THAT WE DID, AND THE DEMOCRATS HAVE BEEN SCORNED. Also remember, you have a Democrat Governor who is supposed to be doing the work that Chuck, and other Republicans, are doing. Don’t let infiltrated Town Halls fool you. It the only thing the Dems know how to do. Great Job Chuck!!!",False
"March 23, 2025 @ 11:33 AM ET",I LOVE $TRUMP — SO COOL!!! The Greatest of them all!!!!!!!!!!!!!!!!,False
"March 23, 2025 @ 11:31 AM ET","TRUTH (Social) is on “FIRE” (in a positive way, of course!). It is my Voice, and the Real Voice of America. Sign up TODAY, I have never let you down!",False
"March 23, 2025 @ 11:26 AM ET","April 2nd, “LIBERATION DAY IN AMERICA!”",False
"March 23, 2025 @ 11:24 AM ET","In the Great State of Wisconsin, a Radical Left Democrat, one who is insistent on bringing hardened CRIMINALS, that we removed to far away places, back into our Country, allowing men into women’s sports, Open Borders, and more, is running against a strong, Common Sense Republican, JUST CALL HIM BRAD, for the Wisconsin Supreme Court. It’s a really big and important race, and could have much to do with the future of our Country. Get out and VOTE, NOW, for the Republican Candidate — BRAD!!!",False
"March 22, 2025 @ 6:40 PM ET",SUCH A CONFLICT OF INTEREST!,False
"March 22, 2025 @ 7:39 AM ET","While the State of Maine has apologized for their Governor’s strong, but totally incorrect, statement about men playing in women’s sports while at the White House House Governor’s Conference, we have not heard from the Governor herself, and she is the one that matters in such cases. Therefore, we need a full throated apology from the Governor herself, and a statement that she will never make such an unlawful challenge to the Federal Government again, before this case can be settled. I’m sure she will be able to do that quite easily. Thank you for your attention to this matter and, MAKE AMERICA GREAT AGAIN!!! DJT",False
"March 22, 2025 @ 6:46 AM ET","George Foreman is dead. What a GREAT FIGHTER!!! He had, without question, the heaviest and biggest punch in the history of boxing. With the exception of Ali, when you got hit, you went down. He was something really Special, but above all, he was a Great Person, with a personality that was bigger than life. I knew him well, and he will be missed. Warmest condolences to his wonderful family!!!",False
"March 21, 2025 @ 6:33 PM ET","The 14th Amendment Right of American Citizenship never had anything to do with modern day ""gate crashers,"" illegal immigrants who break the Law by being in our Country, it had everything to do with giving Citizenship to former slaves. Our Founding Fathers are ""spinning in their graves"" at the idea that our Country can be taken away from us. No Nation in the World has anything like this. Our lawyers and Judges have to be tough, and protect America!",False
"March 21, 2025 @ 10:06 AM ET",WE WANT VIOLENT CRIMINALS OUT OF OUR COUNTRY!,False
"March 21, 2025 @ 8:01 AM ET","April 2nd is Liberation Day in America!!! For DECADES we have been ripped off and abused by every nation in the World, both friend and foe. Now it is finally time for the Good Ol’ USA to get some of that MONEY, and RESPECT, BACK. GOD BLESS AMERICA!!!",False
"March 21, 2025 @ 7:50 AM ET","No District Court Judge, or any Judge, can assume the duties of the President of the United States. Only Crime and Chaos would result. MAKE AMERICA GREAT AGAIN!",False
"March 21, 2025 @ 7:43 AM ET","I look forward to watching the sick terrorist thugs get 20 year jail sentences for what they are doing to Elon Musk and Tesla. Perhaps they could serve them in the prisons of El Salvador, which have become so recently famous for such lovely conditions!",False
"March 21, 2025 @ 7:26 AM ET","“Elon Musk will be briefed by the Pentagon about the USA’s top secret plans against China should there be a War,”according to the Failing New York Times, one of the worst and most purposely inaccurate newspapers anywhere in the World. Their FAKE concept for this story is that because Elon does some business in China, that he is very conflicted and would immediately go to top Chinese officials and “spill the beans.” RATINGS CHALLENGED FAKE NEWS CNN immediately picked up on this absolutely ridiculous and false story, which is probably libelous, and went heavy with it. Fortunately, nobody was watching! Maggot Hagerman, the really dumb “scammer” who constantly writes about me for the Times, using anonymous, made up (nonexistent!) sources, and who I haven’t spoken to in ages, is a big part of the Scam. She lead the Russia, Russia, Russia Hoax, only to realize that she was duped and got it wrong. She owes me a totally discredited Pulitzer Prize for her bad reporting. The Fake News is the ENEMY OF THE PEOPLE…And Elon is NOT BEING BRIEFED ON ANYTHING CHINA BY THE DEPARTMENT OF WAR!!!",False
"March 20, 2025 @ 11:47 PM ET","Egg prices are WAY DOWN from the Biden inspired prices if just a few weeks ago. “Groceries” and Gasoline are down, also. Now, if the Fed would do the right thing and lower interest rates, that would be great!!!",False
"March 20, 2025 @ 11:08 PM ET","People that get caught sabotaging Teslas will stand a very good chance of going to jail for up to twenty years, and that includes the funders. WE ARE LOOKING FOR YOU!!!",False
"March 20, 2025 @ 11:00 PM ET","The Fake News is at it again, this time the Failing New York Times. They said, incorrectly, that Elon Musk is going to the Pentagon tomorrow to be briefed on any potential “war with China.” How ridiculous?” China will not even be mentioned or discussed. How disgraceful it is that the discredited media can make up such lies. Anyway, the story is completely untrue!!!",False
"March 20, 2025 @ 6:29 PM ET","Judge James Boasberg is doing everything in his power to usurp the Power of the Presidency. He is a local, unknown Judge, a Grandstander, looking for publicity, and it cannot be for any other reason, because his “Rulings” are so ridiculous, and inept. SAVE AMERICA!",False
"March 20, 2025 @ 6:22 PM ET","Unlawful Nationwide Injunctions by Radical Left Judges could very well lead to the destruction of our Country! These people are Lunatics, who do not care, even a little bit, about the repercussions from their very dangerous and incorrect Decisions and Rulings. Lawyers endlessly search the United States for these Judges, and file lawsuits as quickly as they find them. It is then the obligation of Law abiding Agencies of Government to have these “Orders” overturned. The danger is unparalleled! These Judges want to assume the Powers of the Presidency, without having to attain 80 Million Votes. They want all of the advantages with none of the risks. Again, a President has to be allowed to act quickly and decisively about such matters as returning murderers, drug lords, rapists, and other such type criminals back to their Homeland, or to other locations that will allow our Country to be SAFE. It is our goal to MAKE AMERICA GREAT AGAIN, and such a high aspiration can never be done if Radical and Highly Partisan Judges are allowed to stand in the way of JUSTICE. STOP NATIONWIDE INJUNCTIONS NOW, BEFORE IT IS TOO LATE. If Justice Roberts and the United States Supreme Court do not fix this toxic and unprecedented situation IMMEDIATELY, our Country is in very serious trouble!",False
"March 20, 2025 @ 6:10 PM ET","Today, President Donald J. Trump agreed to withdraw his March 14, 2025 Executive Order regarding the Paul, Weiss, Rifkind, Wharton & Garrison LLP law firm (“Paul, Weiss”), which has entered into the following agreement with the President: 1. Paul, Weiss agrees that the bedrock principle of American Justice is that it must be fair and nonpartisan for all. Our Justice System is betrayed when it is misused to achieve political ends.Lawyers and law firms play a vital role in ensuring that we live up to that standard as a Nation. Law firms should not favor any political party when it comes to choosing their clients. Firms also should not make decisions on whom to hire based on a person’s political affiliation. To do otherwise is to deny some Americans an equal opportunity for our services while favoring others.  Lawyers abandon the profession’s highest ideals when they engage in partisan decision-making, and betray the ethical obligation to represent those who are unpopular or disfavored in a particular environment.  2. Paul, Weiss affirms its unwavering commitment to these core ideals and principles, and will not deny representation to clients, including in pro bono matters and in support of non-profits, because of the personal political views of individual lawyers.  3. Paul, Weiss will take on a wide range of pro bono matters that represent the full spectrum of political viewpoints of our society, whether “conservative” or “liberal.”4. Paul, Weiss affirms its commitment to merit-based hiring, promotion, and retention, and will not adopt, use, or pursue any DEI policies. As part of its commitment, it will engage experts, to be mutually agreed upon within 14 days, to conduct a comprehensive audit of all of its employment practices.5. Paul, Weiss will dedicate the equivalent of $40 million in pro bono legal services over the course of President Trump’s term to support the Administration’s initiatives, including: assisting our Nation’s veterans, fairness in the Justice System, the President’s Task Force to Combat Antisemitism, and other mutually agreed projects.Statement from the White House: “The President is agreeing to this action in light of a meeting with Paul, Weiss Chairman, Brad Karp, during which Mr. Karp acknowledged the wrongdoing of former Paul, Weiss partner, Mark Pomerantz, the grave dangers of Weaponization, and the vital need to restore our System of Justice.”In response to the P",False
"March 20, 2025 @ 2:47 PM ET","Senator Jim Risch is doing a tremendous job representing the incredible people of Idaho, a State I love, and WON BIG, in 2016, 2020, and 2024! As the Chair of the Senate Foreign Relations Committee, Jim is fighting tirelessly to advance our America First Agenda. He is working hard to Grow our Economy, Create GREAT Jobs, Strongly Support our Farmers and Ranchers, Champion American Energy DOMINANCE, Secure our Border, Strengthen our Military/Veterans, Defend our always under siege Second Amendment, and Restore PEACE THROUGH STRENGTH. Senator Jim Risch has my Complete and Total Endorsement for Re-Election, he is an exceptional man, and HE WILL NEVER LET YOU DOWN!",False
"March 20, 2025 @ 11:22 AM ET","Financial Times: “The huge spending projection from the world’s most valuable semiconductor group (Nvidia) follows multibillion-dollar US investment plans announced by other technology companies including Apple, as the impact of Trump’s ‘America First’ trade policies ripples through the global economy.”",False
"March 20, 2025 @ 11:14 AM ET","Tom Homan: “In four weeks, we arrested more criminal aliens in the interior of the United States than Joe Biden did in a year...Border numbers right now are down 96%...We did in six weeks what Joe Biden refused to do in four years.""",False
"March 19, 2025 @ 10:10 PM ET",The Fed would be MUCH better off CUTTING RATES as U.S.Tariffs start to transition (ease!) their way into the economy. Do the right thing. April 2nd is Liberation Day in America!!!,False
"March 19, 2025 @ 8:46 PM ET",WELCOME TO THE OVAL OFFICE🇺🇸,False
"March 19, 2025 @ 4:26 PM ET","General Keith Kellogg: “President Trump is absolutely right, this war wouldn’t have started if he were President…”",False
"March 19, 2025 @ 4:08 PM ET","YOU HAVE A SITUATION (RUSSIA-UKRAINE) WHERE YOU HAVE A LOT OF GUNS POINTING AT EACH OTHER, FOOLISHLY—BECAUSE IT WOULD HAVE NEVER HAPPENED IF I WAS PRESIDENT…",False
"March 19, 2025 @ 3:53 PM ET",“TRUMP ON TESLA TERRORISM”,False
"March 19, 2025 @ 3:13 PM ET","I watched Jacqui Heinrich from Fox over the weekend and I thought she was absolutely terrible. She should be working for CNN, not Fox. Not surprisingly, I later found out that she’s a fan of the White House Correspondents Association!",False
"March 19, 2025 @ 3:10 PM ET","THANK YOU, ELON—MAGA!",False
"March 19, 2025 @ 2:15 PM ET",“TRUMP IS FIGHTING TO PROTECT AMERICA”,False
"March 19, 2025 @ 2:05 PM ET","Jesse Watters: “When he was first elected, President Trump promised to save the forgotten men and women of America—no matter where they are, in the Rust Belt or outer space…”",False
"March 19, 2025 @ 2:01 PM ET",“ILLEGAL BORDER CROSSINGS PLUMMET UNDER TRUMP”,False
"March 19, 2025 @ 1:55 PM ET",The CBP Home App is now available across all mobile App Stores!,False
"March 19, 2025 @ 1:52 PM ET",The CBP Home App is now available across all mobile app stores!,False
"March 19, 2025 @ 1:45 PM ET","“All energy that's affordable, reliable, and secure is a part of the Trump administration and nuclear absolutely falls in that category.""",False
"March 19, 2025 @ 12:27 PM ET","Reports are coming in that while Iran has lessened its intensity on Military Equipment and General Support to the Houthis, they are still sending large levels of Supplies. Iran must stop the sending of these Supplies IMMEDIATELY. Let the Houthis fight it out themselves. Either way they lose, but this way they lose quickly. Tremendous damage has been inflicted upon the Houthi barbarians, and watch how it will get progressively worse — It’s not even a fair fight, and never will be. They will be completely annihilated!",False
"March 19, 2025 @ 11:38 AM ET","Just completed a very good telephone call with President Zelenskyy of Ukraine. It lasted approximately one hour. Much of the discussion was based on the call made yesterday with President Putin in order to align both Russia and Ukraine in terms of their requests and needs. We are very much on track, and I will ask Secretary of State Marco Rubio, and National Security Advisor Michael Waltz, to give an accurate description of the points discussed. That Statement will be put out shortly.",False
"March 19, 2025 @ 12:08 AM ET","If a President doesn’t have the right to throw murderers, and other criminals, out of our Country because a Radical Left Lunatic Judge wants to assume the role of President, then our Country is in very big trouble, and destined to fail!",False
"March 18, 2025 @ 10:22 PM ET","Tonight, in the White House, I warmly welcomed UAE National Security Advisor H.H. Sheikh Tahnoon bin Zayed Al Nahyan to meetings and a dinner with many notable, senior U.S. officials. The evening demonstrated the long-standing ties and bonds of friendship between our countries. UAE and the U.S. have long been partners in the work to bring peace and security to the Middle East and the World. Discussions also included ways for our countries to increase our partnership for the advancing of our economic and technological futures.",False
"March 18, 2025 @ 9:43 PM ET",Wow. What a great interview of Elon Musk by Sean Hannity. A must watch. TWO GREAT AMERICANS!!! DJT,False
"March 18, 2025 @ 7:41 PM ET",🇺🇸,False
"March 18, 2025 @ 2:49 PM ET","My phone conversation today with President Putin of Russia was a very good and productive one. We agreed to an immediate Ceasefire on all Energy and Infrastructure, with an understanding that we will be working quickly to have a Complete Ceasefire and, ultimately, an END to this very horrible War between Russia and Ukraine. This War would have never started if I were President! Many elements of a Contract for Peace were discussed, including the fact that thousands of soldiers are being killed, and both President Putin and President Zelenskyy would like to see it end. That process is now in full force and effect, and we will, hopefully, for the sake of Humanity, get the job done!",False
"March 18, 2025 @ 9:05 AM ET","This Radical Left Lunatic of a Judge, a troublemaker and agitator who was sadly appointed by Barack Hussein Obama, was not elected President - He didn’t WIN the popular VOTE (by a lot!), he didn’t WIN ALL SEVEN SWING STATES, he didn’t WIN 2,750 to 525 Counties, HE DIDN’T WIN ANYTHING! I WON FOR MANY REASONS, IN AN OVERWHELMING MANDATE, BUT FIGHTING ILLEGAL IMMIGRATION MAY HAVE BEEN THE NUMBER ONE REASON FOR THIS HISTORIC VICTORY. I’m just doing what the VOTERS wanted me to do. This judge, like many of the Crooked Judges’ I am forced to appear before, should be IMPEACHED!!! WE DON’T WANT VICIOUS, VIOLENT, AND DEMENTED CRIMINALS, MANY OF THEM DERANGED MURDERERS, IN OUR COUNTRY. MAKE AMERICA GREAT AGAIN!!!",False
"March 18, 2025 @ 9:01 AM ET","This Radical Left Lunatic of a Judge, a troublemaker and agitator who was sadly appointed by Barack Hussein Obama, was not elected President - He didn’t WIN the popular VOTE (by a lot!), he didn’t WIN ALL SEVEN SWING STATES, he did WIN 2,750 to 525 Counties, HE DIDN’T WIN ANYTHING! I WON FOR MANY REASONS, IN AN OVERWHELMING MANDATE, BUT FIGHTING ILLEGAL IMMIGRATION MAY HAVE BEEN THE NUMBER ONE REASON FOR THIS HISTORIC VICTORY. I’m just doing what the VOTERS wanted me to do. This judge, like many of the Crooked Judges’ I am forced to appear before, should be IMPEACHED!!! WE DON’T WANT VICIOUS, VIOLENT, AND DEMENTED CRIMINALS, MANY OF THEM DERANGED MURDERERS, IN OUR COUNTRY. MAKE AMERICA GREAT AGAIN!!!",False
"March 17, 2025 @ 6:46 PM ET","After years of being held captive by Environmental Extremists, Lunatics, Radicals, and Thugs, allowing other Countries, in particular China, to gain tremendous Economic advantage over us by opening up hundreds of all Coal Fire Power Plants, I am authorizing my Administration to immediately begin producing Energy with BEAUTIFUL, CLEAN COAL.",False
"March 17, 2025 @ 6:28 PM ET","Tomorrow morning I will be speaking to President Putin concerning the War in Ukraine. Many elements of a Final Agreement have been agreed to, but much remains. Thousands of young soldiers, and others, are being killed. Each week brings 2,500 soldier deaths, from both sides, and it must end NOW. I look very much forward to the call with President Putin.",False
"March 17, 2025 @ 6:11 PM ET","Third Rate Magazine, “The Atlantic,” that made up the “Suckers and Losers” Hoax about me and the Military, and refused to even acknowledge the vast horde of people who emphatically denied this FAKE STORY, has asked me to do an interview. Below is my response:Ashley Parker is not capable of doing a fair and unbiased interview. She is a Radical Left Lunatic, and has been as terrible as is possible for as long as I have known her. To this date, she doesn’t even know that I won the Presidency THREE times. If you have some other reporter, let us know, but Ashley is not capable or competent enough to understand the intricacies of High Level politics. Likewise, Michael Scherer has never written a fair story about me, only negative, and virtually always LIES. The Atlantic is doing terribly, losing a fortune, and will hopefully fold up and be gone in the not too distant future. It has absolutely no credibility, and would be far better off, in terms of “journalism,” to cease publication. Nevertheless, when you have a writer with intelligence, competence, and fairness, please let me know!",False
"March 17, 2025 @ 6:09 PM ET","Hunter Biden has had Secret Service protection for an extended period of time, all paid for by the United States Taxpayer. There are as many as 18 people on this Detail, which is ridiculous! He is currently vacationing in, of all places, South Africa, where the Human Rights of people has been strenuously questioned. Because of this, South Africa has been taken off our list of Countries receiving Economic and Financial Assistance. Please be advised that, effective immediately, Hunter Biden will no longer receive Secret Service protection. Likewise, Ashley Biden who has 13 agents will be taken off the list.",False
"March 17, 2025 @ 5:29 PM ET","I am pleased to announce a new Board of Visitors for our Nation’s oldest Military Academy, West Point. Major General David Bellavia, Lieutenant General Dan Walrath, General Michael Flynn, Congressman Wesley Hunt, Maureen Bannon, and Meghan Mobbs are hereby appointed to the Board. They will make our Country proud. Congratulations to all!",False
"March 17, 2025 @ 5:22 PM ET","Completing my list of appointments to the United States Naval Academy, I am happy to announce that the full Board will consist of Sean Spicer, Walt Nauta, Congressman “Doc Ronnie” Jackson, Congressman Derek Van Order, Senator Tim Sheehy, and Earl Ehrhart. Congratulations to you all!",False
"March 17, 2025 @ 5:20 PM ET","Our Great United States Air Force Academy will soon have an incredible Board of Visitors, composed of Doug Nikolai, Dan Clark, Senator Tommy Tuberville, Charlie Kirk, and Dina Powell. Congratulations to all!",False
"March 17, 2025 @ 5:19 PM ET","I am pleased to announce the nomination of Bryan Bedford to serve as Administrator of the Federal Aviation Administration (FAA). As the former President and CEO of Republic Airways, Mesaba Airlines, and Business Express Airlines, Brian brings over three decades of experience in Aviation and Executive Leadership to this critical position. Bryan will work with our GREAT Secretary of Transportation, Sean Duffy, to strongly reform the Agency, safeguard our exports, and ensure the safety of nearly one billion annual passenger movements. Congratulations Bryan!",False
"March 17, 2025 @ 5:19 PM ET","April 2nd is Liberation Day for America, because we will start taking back some of the vast wealth that has been taken from us due to the many weak, incompetent, and perhaps even dishonest politicians who have represented us in the past!",False
"March 17, 2025 @ 4:49 PM ET","I am pleased to announce that Michelle “Miki” Bowman will be the Federal Reserve’s new Vice Chair of Supervision. Miki has been serving honorably on the Fed’s Board of Governors since 2018, and has great expertise dealing with Inflation, Regulation, and Banking. Our Economy has been mismanaged for the past four years, and it is time for a change. Miki has the “know-how” to get it done. I am confident we will achieve Economic heights never before seen in our Nation’s History. Congratulations Miki!",False
"March 17, 2025 @ 2:01 PM ET","I just spoke with the Acting Administrator of NASA, Janet Petro. She is coordinating our Team of highly respected Scientists, Space Engineers, and various other “geniuses,” who has agreed to let our Astronauts come home long prior to the two week period originally approved by NASA. Janet was great. She said, “Let’s bring them home NOW, Sir!” — And I thanked her. This began when I asked Elon Musk to go up and get the abandoned Astronauts, because the Biden Administration was incapable of doing so. They shamefully forgot about the Astronauts, because they considered it to be a very embarrassing event for them – Another thing I inherited from that failed group of incompetents. Elon and I have taken on the project, sending up the SpaceX Dragon, which has successfully docked and, hopefully, while there is always danger involved in such a mission, they will soon be on their way home — Taking off tomorrow, and landing on Wednesday. Exact times will be provided to you. Safety always comes first, and maximum standards are being adhered to. But after eight long months for a mission that was supposed to be eight days, IT IS TIME. I look forward to seeing Butch and Suni, and thank you again to NASA and Janet Petro!",False
"March 17, 2025 @ 11:29 AM ET","Let nobody be fooled! The hundreds of attacks being made by Houthi, the sinister mobsters and thugs based in Yemen, who are hated by the Yemeni people, all emanate from, and are created by, IRAN. Any further attack or retaliation by the “Houthis” will be met with great force, and there is no guarantee that that force will stop there. Iran has played “the innocent victim” of rogue terrorists from which they’ve lost control, but they haven’t lost control. They’re dictating every move, giving them the weapons, supplying them with money and highly sophisticated Military equipment, and even, so-called, “Intelligence.” Every shot fired by the Houthis will be looked upon, from this point forward, as being a shot fired from the weapons and leadership of IRAN, and IRAN will be held responsible, and suffer the consequences, and those consequences will be dire!DONALD J. TRUMP,PRESIDENT OF THE UNITED STATES OF AMERICA",False
"March 17, 2025 @ 10:19 AM ET","EPA Administrator, Lee Zeldin: “The Obama and Biden era environmental regulations that strangulated the U.S. economy are not Commandments, etched in stone. Quite the opposite actually. The Trump era EPA will protect the environment AND lower the cost of living.”",False
"March 17, 2025 @ 10:16 AM ET",It looks like we had an autopen for a president...,False
"March 17, 2025 @ 10:13 AM ET","Border Patrol Council President Paul Perez: ""It's amazing what the policies of President Trump have done. Remain-in-Mexico, ending catch-and-release — it's something President Biden could have done. He said he couldn't, but President Trump did it!”",False
"March 17, 2025 @ 1:49 AM ET",“Stranded NASA astronauts thank Musk and Trump”,False
"March 17, 2025 @ 12:35 AM ET","The “Pardons” that Sleepy Joe Biden gave to the Unselect Committee of Political Thugs, and many others, are hereby declared VOID, VACANT, AND OF NO FURTHER FORCE OR EFFECT, because of the fact that they were done by Autopen. In other words, Joe Biden did not sign them but, more importantly, he did not know anything about them! The necessary Pardoning Documents were not explained to, or approved by, Biden. He knew nothing about them, and the people that did may have committed a crime. Therefore, those on the Unselect Committee, who destroyed and deleted ALL evidence obtained during their two year Witch Hunt of me, and many other innocent people, should fully understand that they are subject to investigation at the highest level. The fact is, they were probably responsible for the Documents that were signed on their behalf without the knowledge or consent of the Worst President in the History of our Country, Crooked Joe Biden!",False
"March 17, 2025 @ 12:34 AM ET","Great playing with Scott Lombart, a terrific Golfer!",False
"March 17, 2025 @ 12:21 AM ET","Thank you to my very talented friend, Paul Anka, for doing a new version of “My Way.” What a wonderful guy Paul is!",False
"March 16, 2025 @ 5:31 PM ET","We are actively monitoring the severe tornadoes and storms that have impacted many States across the South and Midwest — 36 innocent lives have been lost, and many more devastated. The National Guard have been deployed to Arkansas, and my Administration is ready to assist State and Local Officials, as they help their communities to try and recover from the damage. Please join Melania and me in praying for everyone impacted by these terrible storms!",False
"March 16, 2025 @ 3:54 PM ET","These are the monsters sent into our Country by Crooked Joe Biden and the Radical Left Democrats. How dare they! Thank you to El Salvador and, in particular, President Bukele, for your understanding of this horrible situation, which was allowed to happen to the United States because of incompetent Democrat leadership. We will not forget!",False
"March 16, 2025 @ 2:52 PM ET","I just won the Golf Club Championship, probably my last, at Trump International Golf Club, in Palm Beach County, Florida. Such a great honor! The Awards dinner is tonight, at the Club. I want to thank the wonderful Golf Staff, and all of the many fantastic golfers, that participated in the even. Such fun!",False
"March 15, 2025 @ 2:34 PM ET","I am pleased to inform you that General Keith Kellogg has been appointed Special Envoy to Ukraine. General Kellogg, a Highly Respected Military Expert, will deal directly with President Zelenskyy, and Ukrainian leadership. He knows them well, and they have a very good working relationship together. Congratulations to General Kellogg!",False
"March 15, 2025 @ 2:29 PM ET","Today, I have ordered the United States Military to launch decisive and powerful Military action against the Houthi terrorists in Yemen. They have waged an unrelenting campaign of piracy, violence, and terrorism against American, and other, ships, aircraft, and drones.Joe Biden’s response was pathetically weak, so the unrestrained Houthis just kept going. It has been over a year since a U.S. flagged commercial ship safely sailed through the Suez Canal, the Red Sea, or the Gulf of Aden. The last American Warship to go through the Red Sea, four months ago, was attacked by the Houthis over a dozen times. Funded by Iran, the Houthi thugs have fired missiles at U.S. aircraft, and targeted our Troops and Allies. These relentless assaults have cost the U.S. and World Economy many BILLIONS of Dollars while, at the same time, putting innocent lives at risk.The Houthi attack on American vessels will not be tolerated. We will use overwhelming lethal force until we have achieved our objective. The Houthis have choked off shipping in one of the most important Waterways of the World, grinding vast swaths of Global Commerce to a halt, and attacking the core principle of Freedom of Navigation upon which International Trade and Commerce depends.Our brave Warfighters are right now carrying out aerial attacks on the terrorists’ bases, leaders, and missile defenses to protect American shipping, air, and naval assets, and to restore Navigational Freedom. No terrorist force will stop American commercial and naval vessels from freely sailing the Waterways of the World.To all Houthi terrorists, YOUR TIME IS UP, AND YOUR ATTACKS MUST STOP, STARTING TODAY. IF THEY DON’T, HELL WILL RAIN DOWN UPON YOU LIKE NOTHING YOU HAVE EVER SEEN BEFORE!To Iran: Support for the Houthi terrorists must end IMMEDIATELY! Do NOT threaten the American People, their President, who has received one of the largest mandates in Presidential History, or Worldwide shipping lanes. If you do, BEWARE, because America will hold you fully accountable and, we won’t be nice about it!",False
"March 15, 2025 @ 1:02 PM ET","The Fake News, as usual, is at it again! Why can’t they be honest, just for once? Last night I read that President Vladimir Putin of Russia kept my Highly Respected Ambassador and Special Envoy, Steve Witkoff, waiting for over nine hours when, in fact, there was no wait whatsoever. Other meetings with other Representatives of Russia did take place and, obviously, they took some time, but they were very productive. From there, things went quickly and efficiently, and all signs seem to be, hopefully, very good! In conclusion, there was no nine hour wait, or any wait at all! The only reason they made up that story is to try and DEMEAN, because they are sick degenerates, that have to start reporting the News correctly. This is why they have lost their ratings, their audience, and respect. Thank you for your attention to this matter and, GOD BLESS AMERICA!DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES OF AMERICA",False
"March 14, 2025 @ 10:12 PM ET","Today the fugitive leader of ISIS in Iraq was killed. He was relentlessly hunted down by our intrepid warfighters. His miserable life was terminated, along with another member of ISIS, in coordination with the Iraqi Government and the Kurdish Regional Government. PEACE THROUGH STRENGTH!",False
"March 14, 2025 @ 8:11 PM ET",The person who was the real President during the Biden years was the person who controlled the Autopen!,False
"March 14, 2025 @ 4:52 PM ET",TO THE HEROIC MEN AND WOMEN OF LAW ENFORCEMENT…,False
"March 14, 2025 @ 4:48 PM ET","We're joined today by dozens of police officers, Sheriffs, and Sheriff's Deputies from all across the Country. My message to these law enforcement heroes is simple: With me in the White House, you once again have a President who will always have your back…",False
"March 14, 2025 @ 4:46 PM ET","In everything we do, we're restoring law, restoring order and restoring public safety in America...and we're bringing honor and integrity and accountability back to the highest levels of the FBI, DOJ, and throughout our government…",False
"March 14, 2025 @ 4:45 PM ET",Crooked Joe Biden got us into a real mess with Russia and everything else he did…,False
"March 14, 2025 @ 4:43 PM ET","On day one, I signed an executive order banning all government censorship. My administration stripped the security clearances of the disgraced intelligence agents who lied about Hunter Biden's laptop. We revoked the clearances of deranged Jack Smith, Alvin Bragg, Letitia James, and the corrupt law firms — I pardoned hundreds of political prisoners who had been grossly mistreated…",False
"March 14, 2025 @ 4:42 PM ET","We must be honest about the lies and abuses that have occurred within these walls. Unfortunately, in recent years, a corrupt group of hacks and radicals within the ranks of the American government obliterated the trust and goodwill built up over generations…",False
"March 14, 2025 @ 4:41 PM ET",Our predecessors turned the Department of Justice into the Department of INJUSTICE—But I stand before you today to declare that those days are over!,False
"March 14, 2025 @ 4:38 PM ET","For generations, the Federal Department of Justice was one of America's most revered institutions...This department commanded the respect and admiration of the entire world...",False
"March 14, 2025 @ 4:37 PM ET","As we begin a proud new chapter in the chronicles of American Justice, we're turning the page on four long years of corruption, weaponization, and surrender to violent criminals...",False
"March 14, 2025 @ 9:33 AM ET","We had very good and productive discussions with President Vladimir Putin of Russia yesterday, and there is a very good chance that this horrible, bloody war can finally come to an end — BUT, AT THIS VERY MOMENT, THOUSANDS OF UKRAINIAN TROOPS ARE COMPLETELY SURROUNDED BY THE RUSSIAN MILITARY, AND IN A VERY BAD AND VULNERABLE POSITION. I have strongly requested to President Putin that their lives be spared. This would be a horrible massacre, one not seen since World War II. God bless them all!!!",False
"March 14, 2025 @ 9:29 AM ET","Congratulations to Chuck Schumer for doing the right thing — Took “guts” and courage! The big Tax Cuts, L.A. fire fix, Debt Ceiling Bill, and so much more, is coming. We should all work together on that very dangerous situation. A non pass would be a Country destroyer, approval will lead us to new heights. Again, really good and smart move by Senator Schumer. This could lead to something big for the USA, a whole new direction and beginning! DJT",False
"March 14, 2025 @ 8:23 AM ET","Our Economy will BOOM, like never before!",False
